,iid_pid,iid,id,gender,idg,condtn,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,age,field_cd,race,imprace,imprelig,income,goal,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,field,from,zipcode,career
10,6794.0,452.0,13.0,Male,23.0,2.0,10.0,439.0,no,0,no,29.0,2.0,20,10,50,5,10,5,4.0,10.0,10.0,7.0,10.0,3.3333333333333335,29.0, Business/Econ/Finance,Asian/Pacific Islander/Asian-American,7.0,1.0,5,Seemed like a fun night out,5.0,Once a week,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,9.0,6.0,8.0,7.0,8.0,7.0,8.0,7.0,9.0,8.0,7.0,8.0,9.0,8.0,10.0,5.0,3.0,7.0,0.0,5,5,5,5,5,5,MBA,Singapore,"10,027",private equity
11,6793.0,452.0,13.0,Male,23.0,2.0,9.0,438.0,no,0,no,23.0,2.0,14,15,16,17,18,20,2.0,7.0,8.0,6.0,10.0,3.0,29.0, Business/Econ/Finance,Asian/Pacific Islander/Asian-American,7.0,1.0,5,Seemed like a fun night out,5.0,Once a week,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,9.0,6.0,8.0,7.0,8.0,7.0,8.0,7.0,9.0,8.0,7.0,8.0,9.0,8.0,10.0,5.0,3.0,7.0,0.0,5,5,5,5,5,5,MBA,Singapore,"10,027",private equity
12,6792.0,452.0,13.0,Male,23.0,2.0,8.0,437.0,no,0,no,23.0,2.0,15,15,18,18,14,20,7.0,8.0,9.0,8.0,9.0,7.0,29.0, Business/Econ/Finance,Asian/Pacific Islander/Asian-American,7.0,1.0,5,Seemed like a fun night out,5.0,Once a week,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,9.0,6.0,8.0,7.0,8.0,7.0,8.0,7.0,9.0,8.0,7.0,8.0,9.0,8.0,10.0,5.0,3.0,7.0,0.0,5,5,5,5,5,5,MBA,Singapore,"10,027",private equity
13,6791.0,452.0,13.0,Male,23.0,2.0,7.0,436.0,no,0,no,23.0,2.0,28,8,17,22,17,8,7.0,10.0,10.0,10.0,8.0,7.0,29.0, Business/Econ/Finance,Asian/Pacific Islander/Asian-American,7.0,1.0,5,Seemed like a fun night out,5.0,Once a week,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,9.0,6.0,8.0,7.0,8.0,7.0,8.0,7.0,9.0,8.0,7.0,8.0,9.0,8.0,10.0,5.0,3.0,7.0,0.0,5,5,5,5,5,5,MBA,Singapore,"10,027",private equity
14,6790.0,452.0,13.0,Male,23.0,2.0,6.0,435.0,no,0,no,22.0,1.0,25,5,20,25,15,10,1.0,4.0,5.0,4.0,5.0,1.0,29.0, Business/Econ/Finance,Asian/Pacific Islander/Asian-American,7.0,1.0,5,Seemed like a fun night out,5.0,Once a week,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,9.0,6.0,8.0,7.0,8.0,7.0,8.0,7.0,9.0,8.0,7.0,8.0,9.0,8.0,10.0,5.0,3.0,7.0,0.0,5,5,5,5,5,5,MBA,Singapore,"10,027",private equity
15,6789.0,452.0,13.0,Male,23.0,2.0,5.0,434.0,no,0,no,27.0,2.0,30,15,15,30,0,10,4.0,7.0,8.0,7.0,8.0,7.0,29.0, Business/Econ/Finance,Asian/Pacific Islander/Asian-American,7.0,1.0,5,Seemed like a fun night out,5.0,Once a week,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,9.0,6.0,8.0,7.0,8.0,7.0,8.0,7.0,9.0,8.0,7.0,8.0,9.0,8.0,10.0,5.0,3.0,7.0,0.0,5,5,5,5,5,5,MBA,Singapore,"10,027",private equity
16,6788.0,452.0,13.0,Male,23.0,2.0,4.0,433.0,no,0,no,30.0,6.0,20,20,20,20,10,10,1.0,3.0,5.0,2.0,3.0,1.0,29.0, Business/Econ/Finance,Asian/Pacific Islander/Asian-American,7.0,1.0,5,Seemed like a fun night out,5.0,Once a week,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,9.0,6.0,8.0,7.0,8.0,7.0,8.0,7.0,9.0,8.0,7.0,8.0,9.0,8.0,10.0,5.0,3.0,7.0,0.0,5,5,5,5,5,5,MBA,Singapore,"10,027",private equity
17,6787.0,452.0,13.0,Male,23.0,2.0,3.0,432.0,yes,0,no,28.0,2.0,15,30,30,10,10,5,5.0,8.0,10.0,10.0,10.0,5.0,29.0, Business/Econ/Finance,Asian/Pacific Islander/Asian-American,7.0,1.0,5,Seemed like a fun night out,5.0,Once a week,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,9.0,6.0,8.0,7.0,8.0,7.0,8.0,7.0,9.0,8.0,7.0,8.0,9.0,8.0,10.0,5.0,3.0,7.0,0.0,5,5,5,5,5,5,MBA,Singapore,"10,027",private equity
18,6786.0,452.0,13.0,Male,23.0,2.0,2.0,431.0,no,0,yes,27.0,4.0,15,15,25,15,15,15,7.0,7.0,8.0,8.0,8.0,3.0,29.0, Business/Econ/Finance,Asian/Pacific Islander/Asian-American,7.0,1.0,5,Seemed like a fun night out,5.0,Once a week,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,9.0,6.0,8.0,7.0,8.0,7.0,8.0,7.0,9.0,8.0,7.0,8.0,9.0,8.0,10.0,5.0,3.0,7.0,0.0,5,5,5,5,5,5,MBA,Singapore,"10,027",private equity
19,6785.0,452.0,13.0,Male,23.0,2.0,1.0,430.0,no,0,yes,22.0,4.0,10,25,15,20,15,15,4.0,8.0,9.0,8.0,9.0,2.0,29.0, Business/Econ/Finance,Asian/Pacific Islander/Asian-American,7.0,1.0,5,Seemed like a fun night out,5.0,Once a week,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,9.0,6.0,8.0,7.0,8.0,7.0,8.0,7.0,9.0,8.0,7.0,8.0,9.0,8.0,10.0,5.0,3.0,7.0,0.0,5,5,5,5,5,5,MBA,Singapore,"10,027",private equity
20,6784.0,451.0,12.0,Male,22.0,2.0,10.0,439.0,no,0,no,29.0,2.0,20,10,50,5,10,5,0.0,10.0,10.0,3.0,10.0,5.0,30.0, Business/Econ/Finance,Asian/Pacific Islander/Asian-American,3.0,1.0,10,To meet new people,3.0,Once a week,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,6.0,7.0,5.0,7.0,7.0,8.0,6.0,6.0,3.0,0.0,10,10,10,10,10,10,MBA,"Asia, Singapore","650,206",banking
21,6783.0,451.0,12.0,Male,22.0,2.0,9.0,438.0,no,0,no,23.0,2.0,14,15,16,17,18,20,2.0,7.0,10.0,2.0,10.0,2.0,30.0, Business/Econ/Finance,Asian/Pacific Islander/Asian-American,3.0,1.0,10,To meet new people,3.0,Once a week,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,6.0,7.0,5.0,7.0,7.0,8.0,6.0,6.0,3.0,0.0,10,10,10,10,10,10,MBA,"Asia, Singapore","650,206",banking
22,6782.0,451.0,12.0,Male,22.0,2.0,8.0,437.0,no,0,no,23.0,2.0,15,15,18,18,14,20,6.0,8.0,10.0,7.0,10.0,8.0,30.0, Business/Econ/Finance,Asian/Pacific Islander/Asian-American,3.0,1.0,10,To meet new people,3.0,Once a week,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,6.0,7.0,5.0,7.0,7.0,8.0,6.0,6.0,3.0,0.0,10,10,10,10,10,10,MBA,"Asia, Singapore","650,206",banking
23,6781.0,451.0,12.0,Male,22.0,2.0,7.0,436.0,no,0,no,23.0,2.0,28,8,17,22,17,8,7.0,10.0,9.0,8.0,8.0,7.0,30.0, Business/Econ/Finance,Asian/Pacific Islander/Asian-American,3.0,1.0,10,To meet new people,3.0,Once a week,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,6.0,7.0,5.0,7.0,7.0,8.0,6.0,6.0,3.0,0.0,10,10,10,10,10,10,MBA,"Asia, Singapore","650,206",banking
24,6780.0,451.0,12.0,Male,22.0,2.0,6.0,435.0,no,0,no,22.0,1.0,25,5,20,25,15,10,1.0,8.0,8.0,4.0,7.0,5.333333333333333,30.0, Business/Econ/Finance,Asian/Pacific Islander/Asian-American,3.0,1.0,10,To meet new people,3.0,Once a week,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,6.0,7.0,5.0,7.0,7.0,8.0,6.0,6.0,3.0,0.0,10,10,10,10,10,10,MBA,"Asia, Singapore","650,206",banking
25,6779.0,451.0,12.0,Male,22.0,2.0,5.0,434.0,no,0,no,27.0,2.0,30,15,15,30,0,10,2.0,7.0,6.0,7.0,6.0,5.0,30.0, Business/Econ/Finance,Asian/Pacific Islander/Asian-American,3.0,1.0,10,To meet new people,3.0,Once a week,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,6.0,7.0,5.0,7.0,7.0,8.0,6.0,6.0,3.0,0.0,10,10,10,10,10,10,MBA,"Asia, Singapore","650,206",banking
26,6778.0,451.0,12.0,Male,22.0,2.0,4.0,433.0,no,0,no,30.0,6.0,20,20,20,20,10,10,1.0,5.0,5.0,2.0,5.0,1.0,30.0, Business/Econ/Finance,Asian/Pacific Islander/Asian-American,3.0,1.0,10,To meet new people,3.0,Once a week,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,6.0,7.0,5.0,7.0,7.0,8.0,6.0,6.0,3.0,0.0,10,10,10,10,10,10,MBA,"Asia, Singapore","650,206",banking
27,6777.0,451.0,12.0,Male,22.0,2.0,3.0,432.0,no,0,no,28.0,2.0,15,30,30,10,10,5,2.0,5.0,9.0,5.0,10.0,9.0,30.0, Business/Econ/Finance,Asian/Pacific Islander/Asian-American,3.0,1.0,10,To meet new people,3.0,Once a week,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,6.0,7.0,5.0,7.0,7.0,8.0,6.0,6.0,3.0,0.0,10,10,10,10,10,10,MBA,"Asia, Singapore","650,206",banking
28,6776.0,451.0,12.0,Male,22.0,2.0,2.0,431.0,no,0,yes,27.0,4.0,15,15,25,15,15,15,5.0,8.0,7.0,5.0,7.0,2.0,30.0, Business/Econ/Finance,Asian/Pacific Islander/Asian-American,3.0,1.0,10,To meet new people,3.0,Once a week,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,6.0,7.0,5.0,7.0,7.0,8.0,6.0,6.0,3.0,0.0,10,10,10,10,10,10,MBA,"Asia, Singapore","650,206",banking
29,6775.0,451.0,12.0,Male,22.0,2.0,1.0,430.0,no,0,yes,22.0,4.0,10,25,15,20,15,15,2.0,5.0,9.0,5.0,8.0,3.0,30.0, Business/Econ/Finance,Asian/Pacific Islander/Asian-American,3.0,1.0,10,To meet new people,3.0,Once a week,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,6.0,7.0,5.0,7.0,7.0,8.0,6.0,6.0,3.0,0.0,10,10,10,10,10,10,MBA,"Asia, Singapore","650,206",banking
30,6774.0,450.0,11.0,Male,21.0,2.0,10.0,439.0,no,0,yes,29.0,2.0,20,10,50,5,10,5,5.0,9.0,10.0,5.0,9.0,5.0,25.0,Political Science/International Affairs,European/Caucasian-American,3.0,7.0,30,To meet new people,6.0,Twice a wee,International/Humanitarian Affairs ,7.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,5.0,7.0,9.0,10.0,9.0,10.0,5.0,10.0,3.0,0.0,30,30,30,30,30,30,International Affairs,Singapore,0,Diplomat
31,6773.0,450.0,11.0,Male,21.0,2.0,9.0,438.0,yes,0,yes,23.0,2.0,14,15,16,17,18,20,4.0,6.0,8.0,7.0,9.0,2.0,25.0,Political Science/International Affairs,European/Caucasian-American,3.0,7.0,30,To meet new people,6.0,Twice a wee,International/Humanitarian Affairs ,7.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,5.0,7.0,9.0,10.0,9.0,10.0,5.0,10.0,3.0,0.0,30,30,30,30,30,30,International Affairs,Singapore,0,Diplomat
32,6772.0,450.0,11.0,Male,21.0,2.0,8.0,437.0,no,0,yes,23.0,2.0,15,15,18,18,14,20,7.0,7.0,9.0,7.0,10.0,7.0,25.0,Political Science/International Affairs,European/Caucasian-American,3.0,7.0,30,To meet new people,6.0,Twice a wee,International/Humanitarian Affairs ,7.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,5.0,7.0,9.0,10.0,9.0,10.0,5.0,10.0,3.0,0.0,30,30,30,30,30,30,International Affairs,Singapore,0,Diplomat
33,6771.0,450.0,11.0,Male,21.0,2.0,7.0,436.0,no,0,yes,23.0,2.0,28,8,17,22,17,8,7.0,7.0,8.0,8.0,8.0,7.0,25.0,Political Science/International Affairs,European/Caucasian-American,3.0,7.0,30,To meet new people,6.0,Twice a wee,International/Humanitarian Affairs ,7.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,5.0,7.0,9.0,10.0,9.0,10.0,5.0,10.0,3.0,0.0,30,30,30,30,30,30,International Affairs,Singapore,0,Diplomat
34,6770.0,450.0,11.0,Male,21.0,2.0,6.0,435.0,no,0,no,22.0,1.0,25,5,20,25,15,10,7.0,9.0,10.0,9.0,9.0,6.0,25.0,Political Science/International Affairs,European/Caucasian-American,3.0,7.0,30,To meet new people,6.0,Twice a wee,International/Humanitarian Affairs ,7.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,5.0,7.0,9.0,10.0,9.0,10.0,5.0,10.0,3.0,0.0,30,30,30,30,30,30,International Affairs,Singapore,0,Diplomat
35,6769.0,450.0,11.0,Male,21.0,2.0,5.0,434.0,no,0,yes,27.0,2.0,30,15,15,30,0,10,5.0,5.0,5.0,7.0,5.0,9.0,25.0,Political Science/International Affairs,European/Caucasian-American,3.0,7.0,30,To meet new people,6.0,Twice a wee,International/Humanitarian Affairs ,7.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,5.0,7.0,9.0,10.0,9.0,10.0,5.0,10.0,3.0,0.0,30,30,30,30,30,30,International Affairs,Singapore,0,Diplomat
36,6768.0,450.0,11.0,Male,21.0,2.0,4.0,433.0,no,0,no,30.0,6.0,20,20,20,20,10,10,4.0,5.0,6.0,4.0,4.0,1.0,25.0,Political Science/International Affairs,European/Caucasian-American,3.0,7.0,30,To meet new people,6.0,Twice a wee,International/Humanitarian Affairs ,7.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,5.0,7.0,9.0,10.0,9.0,10.0,5.0,10.0,3.0,0.0,30,30,30,30,30,30,International Affairs,Singapore,0,Diplomat
37,6767.0,450.0,11.0,Male,21.0,2.0,3.0,432.0,yes,0,yes,28.0,2.0,15,30,30,10,10,5,5.0,10.0,10.0,9.0,10.0,10.0,25.0,Political Science/International Affairs,European/Caucasian-American,3.0,7.0,30,To meet new people,6.0,Twice a wee,International/Humanitarian Affairs ,7.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,5.0,7.0,9.0,10.0,9.0,10.0,5.0,10.0,3.0,0.0,30,30,30,30,30,30,International Affairs,Singapore,0,Diplomat
38,6766.0,450.0,11.0,Male,21.0,2.0,2.0,431.0,no,0,no,27.0,4.0,15,15,25,15,15,15,7.0,8.0,8.0,8.0,6.0,3.0,25.0,Political Science/International Affairs,European/Caucasian-American,3.0,7.0,30,To meet new people,6.0,Twice a wee,International/Humanitarian Affairs ,7.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,5.0,7.0,9.0,10.0,9.0,10.0,5.0,10.0,3.0,0.0,30,30,30,30,30,30,International Affairs,Singapore,0,Diplomat
39,6765.0,450.0,11.0,Male,21.0,2.0,1.0,430.0,no,0,no,22.0,4.0,10,25,15,20,15,15,5.0,7.0,8.0,6.0,9.0,5.0,25.0,Political Science/International Affairs,European/Caucasian-American,3.0,7.0,30,To meet new people,6.0,Twice a wee,International/Humanitarian Affairs ,7.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,5.0,7.0,9.0,10.0,9.0,10.0,5.0,10.0,3.0,0.0,30,30,30,30,30,30,International Affairs,Singapore,0,Diplomat
40,6764.0,449.0,10.0,Male,20.0,2.0,10.0,439.0,no,0,no,29.0,2.0,20,10,50,5,10,5,8.0,9.0,9.0,4.0,9.0,4.0,23.0,Law ,Other,7.0,1.0,1,Seemed like a fun night out,3.0,Several times a week,Lawyer ,8.0,2.0,6.0,8.0,7.0,5.0,5.0,3.0,1.0,9.0,7.0,6.0,9.0,2.0,6.0,4.0,1.0,5.0,0.0,1,1,1,1,1,1,Law,New York,"11,552",Business/Law
41,6763.0,449.0,10.0,Male,20.0,2.0,9.0,438.0,no,0,no,23.0,2.0,14,15,16,17,18,20,7.0,7.0,8.0,8.0,7.0,4.0,23.0,Law ,Other,7.0,1.0,1,Seemed like a fun night out,3.0,Several times a week,Lawyer ,8.0,2.0,6.0,8.0,7.0,5.0,5.0,3.0,1.0,9.0,7.0,6.0,9.0,2.0,6.0,4.0,1.0,5.0,0.0,1,1,1,1,1,1,Law,New York,"11,552",Business/Law
42,6762.0,449.0,10.0,Male,20.0,2.0,8.0,437.0,no,0,no,23.0,2.0,15,15,18,18,14,20,9.0,7.0,8.0,8.0,9.0,7.0,23.0,Law ,Other,7.0,1.0,1,Seemed like a fun night out,3.0,Several times a week,Lawyer ,8.0,2.0,6.0,8.0,7.0,5.0,5.0,3.0,1.0,9.0,7.0,6.0,9.0,2.0,6.0,4.0,1.0,5.0,0.0,1,1,1,1,1,1,Law,New York,"11,552",Business/Law
43,6761.0,449.0,10.0,Male,20.0,2.0,7.0,436.0,yes,0,no,23.0,2.0,28,8,17,22,17,8,10.0,10.0,10.0,10.0,10.0,10.0,23.0,Law ,Other,7.0,1.0,1,Seemed like a fun night out,3.0,Several times a week,Lawyer ,8.0,2.0,6.0,8.0,7.0,5.0,5.0,3.0,1.0,9.0,7.0,6.0,9.0,2.0,6.0,4.0,1.0,5.0,0.0,1,1,1,1,1,1,Law,New York,"11,552",Business/Law
44,6760.0,449.0,10.0,Male,20.0,2.0,6.0,435.0,yes,0,no,22.0,1.0,25,5,20,25,15,10,7.0,7.0,8.0,9.0,10.0,7.0,23.0,Law ,Other,7.0,1.0,1,Seemed like a fun night out,3.0,Several times a week,Lawyer ,8.0,2.0,6.0,8.0,7.0,5.0,5.0,3.0,1.0,9.0,7.0,6.0,9.0,2.0,6.0,4.0,1.0,5.0,0.0,1,1,1,1,1,1,Law,New York,"11,552",Business/Law
45,6759.0,449.0,10.0,Male,20.0,2.0,5.0,434.0,no,0,no,27.0,2.0,30,15,15,30,0,10,8.0,8.0,8.0,8.0,8.0,7.0,23.0,Law ,Other,7.0,1.0,1,Seemed like a fun night out,3.0,Several times a week,Lawyer ,8.0,2.0,6.0,8.0,7.0,5.0,5.0,3.0,1.0,9.0,7.0,6.0,9.0,2.0,6.0,4.0,1.0,5.0,0.0,1,1,1,1,1,1,Law,New York,"11,552",Business/Law
46,6758.0,449.0,10.0,Male,20.0,2.0,4.0,433.0,no,0,yes,30.0,6.0,20,20,20,20,10,10,7.0,7.0,7.0,7.0,4.0,3.0,23.0,Law ,Other,7.0,1.0,1,Seemed like a fun night out,3.0,Several times a week,Lawyer ,8.0,2.0,6.0,8.0,7.0,5.0,5.0,3.0,1.0,9.0,7.0,6.0,9.0,2.0,6.0,4.0,1.0,5.0,0.0,1,1,1,1,1,1,Law,New York,"11,552",Business/Law
47,6757.0,449.0,10.0,Male,20.0,2.0,3.0,432.0,no,0,no,28.0,2.0,15,30,30,10,10,5,8.0,8.0,9.0,9.0,10.0,10.0,23.0,Law ,Other,7.0,1.0,1,Seemed like a fun night out,3.0,Several times a week,Lawyer ,8.0,2.0,6.0,8.0,7.0,5.0,5.0,3.0,1.0,9.0,7.0,6.0,9.0,2.0,6.0,4.0,1.0,5.0,0.0,1,1,1,1,1,1,Law,New York,"11,552",Business/Law
48,6756.0,449.0,10.0,Male,20.0,2.0,2.0,431.0,no,0,no,27.0,4.0,15,15,25,15,15,15,8.0,5.0,7.0,6.0,8.0,2.0,23.0,Law ,Other,7.0,1.0,1,Seemed like a fun night out,3.0,Several times a week,Lawyer ,8.0,2.0,6.0,8.0,7.0,5.0,5.0,3.0,1.0,9.0,7.0,6.0,9.0,2.0,6.0,4.0,1.0,5.0,0.0,1,1,1,1,1,1,Law,New York,"11,552",Business/Law
49,6755.0,449.0,10.0,Male,20.0,2.0,1.0,430.0,no,0,no,22.0,4.0,10,25,15,20,15,15,5.0,6.0,9.0,8.0,8.0,5.0,23.0,Law ,Other,7.0,1.0,1,Seemed like a fun night out,3.0,Several times a week,Lawyer ,8.0,2.0,6.0,8.0,7.0,5.0,5.0,3.0,1.0,9.0,7.0,6.0,9.0,2.0,6.0,4.0,1.0,5.0,0.0,1,1,1,1,1,1,Law,New York,"11,552",Business/Law
